Name,Title,Description
American Sign Language Studies (ASLS),ASLS 3180.  American Sign Language IV.  3 Hours.,"Prerequisite: ASLS 2130 and INTP 2998 or DEAF 2999. The fourth in a series of courses based on American Sign Language concepts and principles. This class is an advanced course in American Sign Language for students who have completed previous coursework in ASL. Emphasis is placed on the production of non-voiced, conversational, spontaneous, signed sentences. Continued attention is given to the development of recognition as well as recall skills. Sociolinguistics with specific reference to syntax and the role of non-manual markers and idioms are explored as well as the interplay between language and culture within the deaf community."
American Sign Language Studies (ASLS),"ASLS 3190.  Fingerspelling, Numbers, & Classifiers.  3 Hours.","Prerequisites: ASLS 2120; INTP 2998 or DEAF 2999. Concepts and principles of ASL, providing increased emphasis on receptive and expressive skills in discourse and narratives, with particular attention to fingerspelling, numbers, and classifiers."
American Sign Language Studies (ASLS),ASLS 3210.  American Sign Language V.  3 Hours.,"Prerequisite:  ASLS 3180.  The fifth in a series of courses based on American Sign Language concepts and principles.  Emphasis is placed on the production of non-voiced, conversational, spontaneous signed sentences and dialogues, with specific reference to syntax and the role of non-manual markers and idioms."
American Sign Language Studies (ASLS),ASLS 3220.  American Sign Language VI.  3 Hours.,"Prerequisite:  ASLS 3210.  The sixth in a series of courses based on American Sign Language concepts and principles.  Emphasis is placed on the production of non-voiced, conversational, spontaneous signed sentences and dialogues."
Anthropology (ANTH),ANTH 1102.  Introduction to Anthropology.  3 Hours.,"An introduction to the origins, evolution, and present-day adaptations of the world’s peoples. Emphasis on the study of fossils, archaeological remains, and culturally diverse life ways."
Anthropology (ANTH),"ANTH 1102H.  Introduction to Anthropology, Honors.  3 Hours.","Fundamentals of anthropology, with particular focus on such disciplinary subfields as physical anthropology, archaeology, and cultural anthropology. Emphasis is on the employment of the anthropological perspective, and the application of anthropological concepts and models to contemporary issues and problems."
Anthropology (ANTH),ANTH 3010.  Physical Anthropology.  3 Hours.,"Prerequisites: ANTH 1102 or permission of instructor. The study of the biological origins of the human species. An emphasis is placed on human evolution, genetics, primatology, and the interaction between culture and biology."
Anthropology (ANTH),ANTH 3020.  Culture and Personality.  3 Hours.,"Prerequisites: ANTH 1102 or permission of instructor. A cross-cultural survey of the relationship between culture and personality. Attention is directed to the interplay of cultural and social variables in the development of identity. Specific foci include mental illness, aggression, altered states of consciousness, and individual adaptation to social change."
Anthropology (ANTH),ANTH 3030.  Archaeological Techniques.  3 Hours.,"Prerequisite: ANTH 1102 or permission of instructor. An introduction to the theory and techniques of archaeology as well as their practical application. Students will participate in fieldwork, including archaeological survey, excavation, and laboratory analysis."
Anthropology (ANTH),ANTH 3040.  Cultural Anthropology.  3 Hours.,Prerequisite: ANTH 1102 or permission of instructor. An introduction to the nature of cultural anthropology through a cross-cultural analysis of cultural systems and social organizations. Specific theoretical approaches are applied to case materials from cultural systems around the world including those within our society.
Anthropology (ANTH),"ANTH 3070.  Magic, Religion, and Witchcraft.  3 Hours.","Prerequisite: ANTH 1102 or permission of instructor. A cross-cultural survey of varieties of religious expression. Emphasis is placed on ritual, mythic, and symbolic dimensions of religion and the way religion interrelates with other social institutions."
Anthropology (ANTH),ANTH 3090.  Africa: Inequalities Past and Present.  3 Hours.,"Also Offered as AFAM 3090. Prerequisite: ANTH 1102 or permission of instructor. The study and problems of social stratification in Africa from pre-colonial to modern times. Special attention will be paid to both intranational institutions (e.g., kinship, class, and ethnicity) and international political economy."
Anthropology (ANTH),ANTH 3120.  Archaeology of Eastern North America.  3 Hours.,"Prerequisites: ANTH 1102 or permission of instructor. A study of cultural development in eastern North America, employing archaeological, ethnohistorical, and historical perspectives. The temporal boundaries are the arrival of humans in the region until the nineteenth century. Native American and Euroamerican culture history will be explored."
